date,port,cargo_type,historical_demand,inventory,import_volume,commodity_price,production_index,seasonality,port_traffic,demand
2023-03-01,Visakhapatnam,Iron Ore,228710,93376,242200,134.5,115.6,1.075,49,294662
2023-03-01,Paradip,Coal,307319,111994,273880,134.5,115.6,1.075,51,385907
2023-03-01,Paradip,Iron Ore,236592,100144,212482,134.5,115.6,1.075,53,282710
2023-03-01,Chennai,Coal,213120,76282,197563,134.5,115.6,1.075,43,267772
2023-03-01,Chennai,Iron Ore,151305,61861,141191,134.5,115.6,1.075,33,187801
2023-03-01,Kamarajar,Coal,212284,80115,201155,134.5,115.6,1.075,37,270125
2023-03-01,Kamarajar,Iron Ore,174499,77123,156576,134.5,115.6,1.075,35,209569
2023-03-01,Haldia,Coal,179503,73960,169561,134.5,115.6,1.075,33,223031
2023-03-01,Haldia,Iron Ore,138862,58892,119219,134.5,115.6,1.075,34,174082
2023-04-01,Visakhapatnam,Coal,291379,113064,269106,129.3,116.8,1.13,51,368174
2023-04-01,Visakhapatnam,Iron Ore,224776,81608,237250,129.3,116.8,1.13,53,287242
2023-04-01,Paradip,Coal,312577,131816,289531,129.3,116.8,1.13,52,386767
2023-04-01,Paradip,Iron Ore,261939,84040,261453,129.3,116.8,1.13,56,332545
2023-04-01,Chennai,Coal,214827,87800,183508,129.3,116.8,1.13,35,260960
2023-04-01,Chennai,Iron Ore,176736,60952,185181,129.3,116.8,1.13,37,220828
2023-04-01,Kamarajar,Coal,229953,98369,216807,129.3,116.8,1.13,38,285245
2023-04-01,Kamarajar,Iron Ore,194336,74877,200388,129.3,116.8,1.13,45,242262
2023-04-01,Haldia,Coal,188252,75761,189097,129.3,116.8,1.13,37,240748
2023-04-01,Haldia,Iron Ore,139946,60538,124632,129.3,116.8,1.13,28,171662
2023-05-01,Visakhapatnam,Coal,299263,103616,304392,138.1,114.0,1.15,56,369296
2023-05-01,Visakhapatnam,Iron Ore,227775,90777,228162,138.1,114.0,1.15,52,280407
2023-05-01,Paradip,Coal,331266,102429,291342,138.1,114.0,1.15,57,402811
2023-05-01,Paradip,Iron Ore,255453,96522,250718,138.1,114.0,1.15,62,316258
2023-05-01,Chennai,Coal,220168,71889,201223,138.1,114.0,1.15,35,278996
2023-05-01,Chennai,Iron Ore,190400,77451,172656,138.1,114.0,1.15,41,230382
2023-05-01,Kamarajar,Coal,218755,73611,199814,138.1,114.0,1.15,41,267309
2023-05-01,Kamarajar,Iron Ore,182313,76062,157047,138.1,114.0,1.15,40,219655
2023-05-01,Haldia,Coal,168533,57516,155146,138.1,114.0,1.15,37,205457
2023-05-01,Haldia,Iron Ore,144033,59612,123744,138.1,114.0,1.15,37,174895
2023-06-01,Visakhapatnam,Coal,298112,103212,288810,131.6,120.7,1.13,52,392309
2023-06-01,Visakhapatnam,Iron Ore,265428,87037,266109,131.6,120.7,1.13,49,355423
2023-06-01,Paradip,Coal,311192,103169,298308,131.6,120.7,1.13,58,404742
2023-06-01,Paradip,Iron Ore,262785,80459,238147,131.6,120.7,1.13,51,343488
2023-06-01,Chennai,Coal,219125,87354,202086,131.6,120.7,1.13,39,284936
2023-06-01,Chennai,Iron Ore,168324,75449,156046,131.6,120.7,1.13,42,216594
2023-06-01,Kamarajar,Coal,230180,91671,238091,131.6,120.7,1.13,38,297658
2023-06-01,Kamarajar,Iron Ore,173980,68201,159341,131.6,120.7,1.13,35,219414
2023-06-01,Haldia,Coal,177009,78660,159109,131.6,120.7,1.13,26,217962
2023-06-01,Haldia,Iron Ore,133284,52695,120999,131.6,120.7,1.13,30,178906
2023-07-01,Visakhapatnam,Coal,274296,85470,255224,132.1,118.9,1.075,60,356869
2023-07-01,Visakhapatnam,Iron Ore,221071,85624,188851,132.1,118.9,1.075,50,279819
2023-07-01,Paradip,Coal,310798,102189,283998,132.1,118.9,1.075,53,391205
2023-07-01,Paradip,Iron Ore,229151,90002,244853,132.1,118.9,1.075,59,286160
2023-07-01,Chennai,Coal,206374,82185,177983,132.1,118.9,1.075,33,262116
2023-07-01,Chennai,Iron Ore,164321,58082,157205,132.1,118.9,1.075,38,210606
2023-07-01,Kamarajar,Coal,209344,78887,188145,132.1,118.9,1.075,34,258624
2023-07-01,Kamarajar,Iron Ore,170588,59140,151846,132.1,118.9,1.075,37,216790
2023-07-01,Haldia,Coal,165808,51279,169666,132.1,118.9,1.075,31,218416
2023-07-01,Haldia,Iron Ore,142163,58262,143978,132.1,118.9,1.075,32,180155
2023-08-01,Visakhapatnam,Coal,262236,82168,286324,124.7,117.8,1.0,54,336634
2023-08-01,Visakhapatnam,Iron Ore,206702,64450,208263,124.7,117.8,1.0,49,262108
2023-08-01,Paradip,Coal,279560,89399,296797,124.7,117.8,1.0,58,360044
2023-08-01,Paradip,Iron Ore,221572,70138,242590,124.7,117.8,1.0,57,285221
2023-08-01,Chennai,Coal,202812,74839,182531,124.7,117.8,1.0,34,253678
2023-08-01,Chennai,Iron Ore,139562,57820,145461,124.7,117.8,1.0,41,177665
2023-08-01,Kamarajar,Coal,198161,77915,198844,124.7,117.8,1.0,37,252063
2023-08-01,Kamarajar,Iron Ore,157874,65062,148971,124.7,117.8,1.0,41,203969
2023-08-01,Haldia,Coal,152909,68022,147734,124.7,117.8,1.0,34,188109
2023-08-01,Haldia,Iron Ore,120204,46136,108509,124.7,117.8,1.0,32,153120
2023-09-01,Visakhapatnam,Coal,253064,100007,225190,121.6,122.0,0.925,58,326203
2023-09-01,Visakhapatnam,Iron Ore,191094,85684,188216,121.6,122.0,0.925,52,248151
2023-09-01,Paradip,Coal,265745,90628,233478,121.6,122.0,0.925,54,353305
2023-09-01,Paradip,Iron Ore,219836,86240,229465,121.6,122.0,0.925,59,290408
2023-09-01,Chennai,Coal,167220,60199,148900,121.6,122.0,0.925,37,211368
2023-09-01,Chennai,Iron Ore,145466,56573,129692,121.6,122.0,0.925,35,193081
2023-09-01,Kamarajar,Coal,182788,64073,198105,121.6,122.0,0.925,41,239681
2023-09-01,Kamarajar,Iron Ore,150570,63005,161679,121.6,122.0,0.925,40,199874
2023-09-01,Haldia,Coal,165164,61160,156346,121.6,122.0,0.925,41,218159
2023-09-01,Haldia,Iron Ore,118040,50588,117918,121.6,122.0,0.925,31,158623
2023-10-01,Visakhapatnam,Coal,221606,99525,209296,121.7,122.8,0.87,51,288991
2023-10-01,Visakhapatnam,Iron Ore,178302,70840,189053,121.7,122.8,0.87,58,239002
2023-10-01,Paradip,Coal,241158,87985,263005,121.7,122.8,0.87,55,323947
2023-10-01,Paradip,Iron Ore,212174,93974,183247,121.7,122.8,0.87,54,275479
2023-10-01,Chennai,Coal,187462,71996,164344,121.7,122.8,0.87,35,244383
2023-10-01,Chennai,Iron Ore,126882,54707,125381,121.7,122.8,0.87,34,169774
2023-10-01,Kamarajar,Coal,179981,58556,180268,121.7,122.8,0.87,44,242366
2023-10-01,Kamarajar,Iron Ore,137568,44652,133746,121.7,122.8,0.87,45,186801
2023-10-01,Haldia,Coal,135439,44573,120796,121.7,122.8,0.87,26,179538
2023-10-01,Haldia,Iron Ore,108792,37855,113259,121.7,122.8,0.87,32,146648
2023-11-01,Visakhapatnam,Coal,211369,80147,200094,115.5,113.8,0.85,49,264901
2023-11-01,Visakhapatnam,Iron Ore,177314,72258,166621,115.5,113.8,0.85,53,216278
2023-11-01,Paradip,Coal,248791,98434,262514,115.5,113.8,0.85,55,305131
2023-11-01,Paradip,Iron Ore,193187,61054,210101,115.5,113.8,0.85,48,245013
2023-11-01,Chennai,Coal,180367,66489,194293,115.5,113.8,0.85,33,224553
2023-11-01,Chennai,Iron Ore,131370,43155,116937,115.5,113.8,0.85,37,160733
2023-11-01,Kamarajar,Coal,164968,68047,158089,115.5,113.8,0.85,40,196290
2023-11-01,Kamarajar,Iron Ore,136488,48471,124610,115.5,113.8,0.85,41,163903
2023-11-01,Haldia,Coal,130662,47312,124204,115.5,113.8,0.85,32,162910
2023-11-01,Haldia,Iron Ore,91653,33220,85832,115.5,113.8,0.85,29,113905
2023-12-01,Visakhapatnam,Coal,236834,88008,233943,144.4,119.3,0.87,48,308683
2023-12-01,Visakhapatnam,Iron Ore,184824,72895,202043,144.4,119.3,0.87,45,240495
2023-12-01,Paradip,Coal,248547,89934,257670,144.4,119.3,0.87,52,321176
2023-12-01,Paradip,Iron Ore,212341,72947,203692,144.4,119.3,0.87,50,268096
2023-12-01,Chennai,Coal,161998,64637,141450,144.4,119.3,0.87,39,195874
2023-12-01,Chennai,Iron Ore,144946,52420,128728,144.4,119.3,0.87,39,185184
2023-12-01,Kamarajar,Coal,175962,59149,179059,144.4,119.3,0.87,41,223921
2023-12-01,Kamarajar,Iron Ore,136111,54075,142091,144.4,119.3,0.87,46,179806
2023-12-01,Haldia,Coal,136274,53894,137406,144.4,119.3,0.87,25,172413
2023-12-01,Haldia,Iron Ore,117001,42825,121983,144.4,119.3,0.87,29,159370
2024-01-01,Visakhapatnam,Coal,246909,110310,221385,144.8,125.2,0.925,53,321914
2024-01-01,Visakhapatnam,Iron Ore,204609,77775,204146,144.8,125.2,0.925,53,278022
2024-01-01,Paradip,Coal,268645,82215,271346,144.8,125.2,0.925,58,365411
2024-01-01,Paradip,Iron Ore,212244,82130,181703,144.8,125.2,0.925,54,284972
2024-01-01,Chennai,Coal,186643,62432,185637,144.8,125.2,0.925,39,254279
2024-01-01,Chennai,Iron Ore,143055,54303,138275,144.8,125.2,0.925,41,194551
2024-01-01,Kamarajar,Coal,200469,88613,219628,144.8,125.2,0.925,41,272842
2024-01-01,Kamarajar,Iron Ore,161790,51054,164351,144.8,125.2,0.925,39,215180
2024-01-01,Haldia,Coal,158288,69934,166322,144.8,125.2,0.925,29,206643
2024-01-01,Haldia,Iron Ore,116122,40049,120720,144.8,125.2,0.925,32,163014
2024-02-01,Visakhapatnam,Coal,293656,99839,318844,139.2,120.8,1.0,53,391033
2024-02-01,Visakhapatnam,Iron Ore,219448,73868,219745,139.2,120.8,1.0,52,285935
2024-02-01,Paradip,Coal,287427,105523,288511,139.2,120.8,1.0,59,375116
2024-02-01,Paradip,Iron Ore,222713,70029,204980,139.2,120.8,1.0,65,285741
2024-02-01,Chennai,Coal,199330,60715,182270,139.2,120.8,1.0,36,261020
2024-02-01,Chennai,Iron Ore,153924,49573,147747,139.2,120.8,1.0,37,198297
2024-02-01,Kamarajar,Coal,207729,74910,184873,139.2,120.8,1.0,45,265582
2024-02-01,Kamarajar,Iron Ore,167834,60296,168993,139.2,120.8,1.0,43,224768
2024-02-01,Haldia,Coal,168057,68078,159114,139.2,120.8,1.0,23,213539
2024-02-01,Haldia,Iron Ore,131450,52985,132866,139.2,120.8,1.0,35,169526
2024-03-01,Visakhapatnam,Coal,290219,122505,299197,136.1,121.8,1.075,55,369886
2024-03-01,Visakhapatnam,Iron Ore,230966,77287,249180,136.1,121.8,1.075,48,301801
2024-03-01,Paradip,Coal,320292,142720,292923,136.1,121.8,1.075,54,414944
2024-03-01,Paradip,Iron Ore,244570,108924,221504,136.1,121.8,1.075,61,318777
2024-03-01,Chennai,Coal,217654,93517,221344,136.1,121.8,1.075,37,285230
2024-03-01,Chennai,Iron Ore,178300,70944,167869,136.1,121.8,1.075,34,228587
2024-03-01,Kamarajar,Coal,215923,95759,209645,136.1,121.8,1.075,40,277940
2024-03-01,Kamarajar,Iron Ore,188966,82849,198983,136.1,121.8,1.075,41,248952
2024-03-01,Haldia,Coal,186522,74445,180228,136.1,121.8,1.075,31,251043
2024-03-01,Haldia,Iron Ore,132167,54807,118009,136.1,121.8,1.075,35,168546
2024-04-01,Visakhapatnam,Coal,313633,125391,298121,130.1,123.7,1.13,49,408491
2024-04-01,Visakhapatnam,Iron Ore,249298,76357,242716,130.1,123.7,1.13,50,328085
2024-04-01,Paradip,Coal,332140,143173,331007,130.1,123.7,1.13,61,443481
2024-04-01,Paradip,Iron Ore,254226,83994,270856,130.1,123.7,1.13,55,341519
2024-04-01,Chennai,Coal,216669,94234,217687,130.1,123.7,1.13,29,290145
2024-04-01,Chennai,Iron Ore,175139,53641,152961,130.1,123.7,1.13,35,231571
2024-04-01,Kamarajar,Coal,246418,100020,224331,130.1,123.7,1.13,39,322819
2024-04-01,Kamarajar,Iron Ore,188584,80191,186542,130.1,123.7,1.13,47,243840
2024-04-01,Haldia,Coal,187383,76828,168357,130.1,123.7,1.13,32,252259
2024-04-01,Haldia,Iron Ore,147217,46990,143334,130.1,123.7,1.13,30,207691
2024-05-01,Visakhapatnam,Coal,310685,117214,299479,134.3,125.9,1.15,55,421064
2024-05-01,Visakhapatnam,Iron Ore,246208,84109,249248,134.3,125.9,1.15,60,336973
2024-05-01,Paradip,Coal,347478,105994,310796,134.3,125.9,1.15,63,464874
2024-05-01,Paradip,Iron Ore,252514,106622,218538,134.3,125.9,1.15,58,333712
2024-05-01,Chennai,Coal,219305,66130,237803,134.3,125.9,1.15,37,304766
2024-05-01,Chennai,Iron Ore,180623,56709,170888,134.3,125.9,1.15,38,236813
2024-05-01,Kamarajar,Coal,242703,104578,257043,134.3,125.9,1.15,35,331068
2024-05-01,Kamarajar,Iron Ore,180021,76798,169264,134.3,125.9,1.15,38,241694
2024-05-01,Haldia,Coal,182729,59694,166970,134.3,125.9,1.15,32,247768
2024-05-01,Haldia,Iron Ore,140621,45899,139341,134.3,125.9,1.15,31,191732
2024-06-01,Visakhapatnam,Coal,311000,113631,298881,134.3,123.8,1.13,52,420517
2024-06-01,Visakhapatnam,Iron Ore,241687,103824,227645,134.3,123.8,1.13,51,315968
2024-06-01,Paradip,Coal,352484,128347,323939,134.3,123.8,1.13,57,473608
2024-06-01,Paradip,Iron Ore,261396,107348,272736,134.3,123.8,1.13,54,351106
2024-06-01,Chennai,Coal,221441,94692,213266,134.3,123.8,1.13,34,294004
2024-06-01,Chennai,Iron Ore,181925,70772,167005,134.3,123.8,1.13,35,238360
2024-06-01,Kamarajar,Coal,232932,92519,236874,134.3,123.8,1.13,42,308666
2024-06-01,Kamarajar,Iron Ore,191481,86145,200264,134.3,123.8,1.13,42,256656
2024-06-01,Haldia,Coal,179318,73274,185168,134.3,123.8,1.13,38,243593
2024-06-01,Haldia,Iron Ore,151386,48169,145662,134.3,123.8,1.13,24,203700
2024-07-01,Visakhapatnam,Coal,300892,90709,296583,133.8,122.3,1.075,49,391512
2024-07-01,Visakhapatnam,Iron Ore,227813,82173,220839,133.8,122.3,1.075,55,301204
2024-07-01,Paradip,Coal,311828,99416,303968,133.8,122.3,1.075,56,423769
2024-07-01,Paradip,Iron Ore,264703,105417,289297,133.8,122.3,1.075,52,348106
2024-07-01,Chennai,Coal,218176,85411,223126,133.8,122.3,1.075,36,288816
2024-07-01,Chennai,Iron Ore,170771,59017,170224,133.8,122.3,1.075,33,223861
2024-07-01,Kamarajar,Coal,235619,76287,212095,133.8,122.3,1.075,44,305735
2024-07-01,Kamarajar,Iron Ore,170372,61682,156763,133.8,122.3,1.075,43,224205
2024-07-01,Haldia,Coal,181773,81266,170528,133.8,122.3,1.075,27,230917
2024-07-01,Haldia,Iron Ore,140393,56822,120895,133.8,122.3,1.075,30,188154
2024-08-01,Visakhapatnam,Coal,281091,92744,285716,145.8,124.1,1.0,58,376052
2024-08-01,Visakhapatnam,Iron Ore,200592,83478,192875,145.8,124.1,1.0,47,263685
2024-08-01,Paradip,Coal,288130,106766,297613,145.8,124.1,1.0,53,383531
2024-08-01,Paradip,Iron Ore,245774,109990,263576,145.8,124.1,1.0,59,329628
2024-08-01,Chennai,Coal,206244,92555,218184,145.8,124.1,1.0,38,279937
2024-08-01,Chennai,Iron Ore,162635,55111,160312,145.8,124.1,1.0,41,216454
2024-08-01,Kamarajar,Coal,213050,76272,200931,145.8,124.1,1.0,38,276945
2024-08-01,Kamarajar,Iron Ore,172752,62405,167373,145.8,124.1,1.0,37,229001
2024-08-01,Haldia,Coal,150068,52205,152349,145.8,124.1,1.0,33,198768
2024-08-01,Haldia,Iron Ore,129435,48685,142137,145.8,124.1,1.0,31,172938
2024-09-01,Visakhapatnam,Coal,244498,101453,248027,136.8,123.8,0.925,53,328404
2024-09-01,Visakhapatnam,Iron Ore,199232,67006,183143,136.8,123.8,0.925,53,267840
2024-09-01,Paradip,Coal,294699,99184,274954,136.8,123.8,0.925,60,400316
2024-09-01,Paradip,Iron Ore,213347,80632,186874,136.8,123.8,0.925,62,282061
2024-09-01,Chennai,Coal,179043,80116,177678,136.8,123.8,0.925,34,239617
2024-09-01,Chennai,Iron Ore,150618,51972,131400,136.8,123.8,0.925,37,196176
2024-09-01,Kamarajar,Coal,195095,64299,200590,136.8,123.8,0.925,40,260489
2024-09-01,Kamarajar,Iron Ore,148109,46801,154442,136.8,123.8,0.925,40,201193
2024-09-01,Haldia,Coal,159737,62176,141541,136.8,123.8,0.925,36,208582
2024-09-01,Haldia,Iron Ore,112400,43142,111527,136.8,123.8,0.925,34,152842
2024-10-01,Visakhapatnam,Coal,222964,70749,224234,136.2,123.6,0.87,51,298367
2024-10-01,Visakhapatnam,Iron Ore,201688,87108,202582,136.2,123.6,0.87,50,273311
2024-10-01,Paradip,Coal,256003,114919,224799,136.2,123.6,0.87,57,333070
2024-10-01,Paradip,Iron Ore,199064,74755,184586,136.2,123.6,0.87,50,263916
2024-10-01,Chennai,Coal,186791,66780,171217,136.2,123.6,0.87,39,249677
2024-10-01,Chennai,Iron Ore,133024,57290,137180,136.2,123.6,0.87,40,176535
2024-10-01,Kamarajar,Coal,187564,82346,161220,136.2,123.6,0.87,40,241118
2024-10-01,Kamarajar,Iron Ore,137946,49261,134184,136.2,123.6,0.87,46,186160
2024-10-01,Haldia,Coal,145317,62902,140007,136.2,123.6,0.87,28,197477
2024-10-01,Haldia,Iron Ore,105437,35733,95635,136.2,123.6,0.87,25,135557
2024-11-01,Visakhapatnam,Coal,199447,68421,198175,129.7,123.1,0.85,56,265107
2024-11-01,Visakhapatnam,Iron Ore,198753,84266,185572,129.7,123.1,0.85,48,265871
2024-11-01,Paradip,Coal,238518,78334,257348,129.7,123.1,0.85,57,319943
2024-11-01,Paradip,Iron Ore,194879,85452,201064,129.7,123.1,0.85,58,257793
2024-11-01,Chennai,Coal,173562,53409,169341,129.7,123.1,0.85,38,228187
2024-11-01,Chennai,Iron Ore,128141,39280,119743,129.7,123.1,0.85,38,173476
2024-11-01,Kamarajar,Coal,176246,68378,152193,129.7,123.1,0.85,41,229826
2024-11-01,Kamarajar,Iron Ore,150311,63378,160750,129.7,123.1,0.85,37,207514
2024-11-01,Haldia,Coal,134995,58936,129770,129.7,123.1,0.85,24,175591
2024-11-01,Haldia,Iron Ore,106305,43026,104645,129.7,123.1,0.85,33,140754
2024-12-01,Visakhapatnam,Coal,233737,99500,239193,142.4,123.6,0.87,45,310284
2024-12-01,Visakhapatnam,Iron Ore,189879,57467,186409,142.4,123.6,0.87,51,251665
2024-12-01,Paradip,Coal,265756,103484,261481,142.4,123.6,0.87,50,345062
2024-12-01,Paradip,Iron Ore,200504,62750,218189,142.4,123.6,0.87,55,272706
2024-12-01,Chennai,Coal,166330,60615,144329,142.4,123.6,0.87,38,214633
2024-12-01,Chennai,Iron Ore,144912,49530,143547,142.4,123.6,0.87,41,192339
2024-12-01,Kamarajar,Coal,184914,60832,168184,142.4,123.6,0.87,45,242674
2024-12-01,Kamarajar,Iron Ore,154976,55051,169918,142.4,123.6,0.87,45,203196
2024-12-01,Haldia,Coal,151546,62644,150159,142.4,123.6,0.87,34,200261
2024-12-01,Haldia,Iron Ore,122448,46603,123056,142.4,123.6,0.87,35,163427
2025-01-01,Visakhapatnam,Coal,247216,107669,240936,134.5,123.1,0.925,50,328399
2025-01-01,Visakhapatnam,Iron Ore,206940,90046,184496,134.5,123.1,0.925,50,269261
2025-01-01,Paradip,Coal,284976,110390,247869,134.5,123.1,0.925,56,369695
2025-01-01,Paradip,Iron Ore,240067,94617,224882,134.5,123.1,0.925,46,315366
2025-01-01,Chennai,Coal,198363,85505,214967,134.5,123.1,0.925,36,267690
2025-01-01,Chennai,Iron Ore,151437,54727,163584,134.5,123.1,0.925,36,201600
2025-01-01,Kamarajar,Coal,207825,83157,205793,134.5,123.1,0.925,40,276743
2025-01-01,Kamarajar,Iron Ore,159443,68819,149907,134.5,123.1,0.925,41,204772
2025-01-01,Haldia,Coal,165787,54459,141056,134.5,123.1,0.925,32,225003
2025-01-01,Haldia,Iron Ore,143458,63455,152210,134.5,123.1,0.925,34,190183
2025-02-01,Visakhapatnam,Coal,281362,113117,268285,143.4,123.8,1.0,53,367904
2025-02-01,Visakhapatnam,Iron Ore,218908,92732,225419,143.4,123.8,1.0,48,293937
2025-02-01,Paradip,Coal,294390,106233,253773,143.4,123.8,1.0,52,390145
2025-02-01,Paradip,Iron Ore,242291,102056,265895,143.4,123.8,1.0,63,323543
2025-02-01,Chennai,Coal,205742,76617,215260,143.4,123.8,1.0,43,277668
2025-02-01,Chennai,Iron Ore,144377,59054,147114,143.4,123.8,1.0,42,184303
2025-02-01,Kamarajar,Coal,213576,77357,217670,143.4,123.8,1.0,38,285406
2025-02-01,Kamarajar,Iron Ore,172507,72386,181423,143.4,123.8,1.0,27,227333
2025-02-01,Haldia,Coal,158937,47944,155998,143.4,123.8,1.0,33,204658
2025-02-01,Haldia,Iron Ore,131921,52208,134390,143.4,123.8,1.0,34,170303
2025-03-01,Visakhapatnam,Coal,299718,132424,325621,142.3,130.4,1.075,43,423626
2025-03-01,Visakhapatnam,Iron Ore,232622,103824,232269,142.3,130.4,1.075,57,322104
2025-03-01,Paradip,Coal,326679,110795,342656,142.3,130.4,1.075,62,459974
2025-03-01,Paradip,Iron Ore,249979,93770,271454,142.3,130.4,1.075,61,358523
2025-03-01,Chennai,Coal,219865,98015,225743,142.3,130.4,1.075,34,304588
2025-03-01,Chennai,Iron Ore,165987,55830,145035,142.3,130.4,1.075,41,221004
2025-03-01,Kamarajar,Coal,229427,101956,239626,142.3,130.4,1.075,37,324571
2025-03-01,Kamarajar,Iron Ore,176849,77670,161731,142.3,130.4,1.075,44,245603
2025-03-01,Haldia,Coal,183977,63278,180647,142.3,130.4,1.075,29,259633
2025-03-01,Haldia,Iron Ore,131881,40220,135391,142.3,130.4,1.075,26,187257
2025-04-01,Visakhapatnam,Coal,311418,123710,292732,132.1,127.6,1.13,44,424891
2025-04-01,Visakhapatnam,Iron Ore,249203,102433,233776,132.1,127.6,1.13,51,330890
2025-04-01,Paradip,Coal,327982,112134,317468,132.1,127.6,1.13,58,453350
2025-04-01,Paradip,Iron Ore,277150,100108,254992,132.1,127.6,1.13,58,382245
2025-04-01,Chennai,Coal,228275,75641,240647,132.1,127.6,1.13,35,320943
2025-04-01,Chennai,Iron Ore,174483,64407,172786,132.1,127.6,1.13,37,239908
2025-04-01,Kamarajar,Coal,241777,104107,242728,132.1,127.6,1.13,42,336264
2025-04-01,Kamarajar,Iron Ore,192633,61720,203246,132.1,127.6,1.13,42,267940
2025-04-01,Haldia,Coal,182079,61717,160545,132.1,127.6,1.13,32,247286
2025-04-01,Haldia,Iron Ore,144166,48080,125053,132.1,127.6,1.13,26,185039
2025-05-01,Visakhapatnam,Coal,320697,132099,275947,141.3,131.8,1.15,49,432751
2025-05-01,Visakhapatnam,Iron Ore,248091,100966,259288,141.3,131.8,1.15,54,351365
2025-05-01,Paradip,Coal,360030,153283,340236,141.3,131.8,1.15,54,499037
2025-05-01,Paradip,Iron Ore,267954,88935,273170,141.3,131.8,1.15,53,376666
2025-05-01,Chennai,Coal,243437,103259,247975,141.3,131.8,1.15,39,339544
2025-05-01,Chennai,Iron Ore,188288,72144,164773,141.3,131.8,1.15,33,259335
2025-05-01,Kamarajar,Coal,268004,112663,253598,141.3,131.8,1.15,38,377924
2025-05-01,Kamarajar,Iron Ore,205939,70901,225770,141.3,131.8,1.15,44,296209
2025-05-01,Haldia,Coal,206794,80354,197201,141.3,131.8,1.15,33,291474
2025-05-01,Haldia,Iron Ore,156826,51424,160522,141.3,131.8,1.15,25,220444
2025-06-01,Visakhapatnam,Coal,314159,134464,321795,147.4,120.6,1.13,60,404630
2025-06-01,Visakhapatnam,Iron Ore,241111,107127,231274,147.4,120.6,1.13,46,303334
2025-06-01,Paradip,Coal,335821,145803,365308,147.4,120.6,1.13,63,446778
2025-06-01,Paradip,Iron Ore,272816,110315,235851,147.4,120.6,1.13,52,353347
2025-06-01,Chennai,Coal,248562,90006,213348,147.4,120.6,1.13,34,316586
2025-06-01,Chennai,Iron Ore,193887,64269,194040,147.4,120.6,1.13,41,252724
2025-06-01,Kamarajar,Coal,254457,112373,273669,147.4,120.6,1.13,41,335938
2025-06-01,Kamarajar,Iron Ore,183069,55622,174021,147.4,120.6,1.13,29,234197
2025-06-01,Haldia,Coal,185846,62888,168075,147.4,120.6,1.13,35,243178
2025-06-01,Haldia,Iron Ore,138915,48694,134453,147.4,120.6,1.13,25,174756
2025-07-01,Visakhapatnam,Coal,306966,117654,292026,143.3,128.3,1.075,56,421794
2025-07-01,Visakhapatnam,Iron Ore,233123,76174,241349,143.3,128.3,1.075,44,316868
2025-07-01,Paradip,Coal,331868,127585,289951,143.3,128.3,1.075,58,453116
2025-07-01,Paradip,Iron Ore,263442,99798,233672,143.3,128.3,1.075,54,361428
2025-07-01,Chennai,Coal,232841,99871,203114,143.3,128.3,1.075,36,313222
2025-07-01,Chennai,Iron Ore,174146,70341,152046,143.3,128.3,1.075,26,240456
2025-07-01,Kamarajar,Coal,249653,79711,240432,143.3,128.3,1.075,38,343662
2025-07-01,Kamarajar,Iron Ore,193724,73499,168249,143.3,128.3,1.075,35,266222
2025-07-01,Haldia,Coal,187804,68196,190167,143.3,128.3,1.075,35,252273
2025-07-01,Haldia,Iron Ore,150156,46123,155591,143.3,128.3,1.075,23,205909
2025-08-01,Visakhapatnam,Coal,275310,106944,299960,143.0,131.3,1.0,49,395440
2025-08-01,Visakhapatnam,Iron Ore,217150,73016,213087,143.0,131.3,1.0,49,300926
2025-08-01,Paradip,Coal,306381,120850,269748,143.0,131.3,1.0,55,426559
2025-08-01,Paradip,Iron Ore,229463,72338,217020,143.0,131.3,1.0,63,326126
2025-08-01,Chennai,Coal,215337,81380,209965,143.0,131.3,1.0,43,307706
2025-08-01,Chennai,Iron Ore,171301,66471,173651,143.0,131.3,1.0,36,239000
2025-08-01,Kamarajar,Coal,221438,84795,230262,143.0,131.3,1.0,39,310655
2025-08-01,Kamarajar,Iron Ore,170362,73920,183086,143.0,131.3,1.0,41,239146
2025-08-01,Haldia,Coal,154927,60754,160314,143.0,131.3,1.0,29,213734
2025-08-01,Haldia,Iron Ore,125125,46968,116671,143.0,131.3,1.0,29,167800
2025-09-01,Visakhapatnam,Coal,271926,94854,245452,133.4,130.7,0.925,56,377222
2025-09-01,Visakhapatnam,Iron Ore,203402,91473,203535,133.4,130.7,0.925,53,279549
2025-09-01,Paradip,Coal,287171,99739,252275,133.4,130.7,0.925,57,397473
2025-09-01,Paradip,Iron Ore,215464,89897,232248,133.4,130.7,0.925,57,310029
2025-09-01,Chennai,Coal,190156,80937,168748,133.4,130.7,0.925,42,261228
2025-09-01,Chennai,Iron Ore,150489,58895,132657,133.4,130.7,0.925,32,210370
2025-09-01,Kamarajar,Coal,209648,81289,226446,133.4,130.7,0.925,43,298637
2025-09-01,Kamarajar,Iron Ore,166141,57573,151928,133.4,130.7,0.925,38,231230
2025-09-01,Haldia,Coal,155536,49606,136407,133.4,130.7,0.925,23,223192
2025-09-01,Haldia,Iron Ore,122127,46646,129263,133.4,130.7,0.925,22,169965
2025-10-01,Visakhapatnam,Coal,241960,98141,253472,136.0,125.4,0.87,57,326905
2025-10-01,Visakhapatnam,Iron Ore,180922,65779,173866,136.0,125.4,0.87,53,243216
2025-10-01,Paradip,Coal,262827,104160,252438,136.0,125.4,0.87,54,355538
